club_name,team_rating,pace,shooting,passing,dribbling,defending,physical
Chapecoense,68.42372881355932,67.53389830508475,54.55084745762712,60.3728813559322,63.016949152542374,53.88135593220339,63.720338983050844
Charlotte,64.18867924528301,69.01886792452831,51.660377358490564,55.301886792452834,61.22641509433962,50.62264150943396,64.9245283018868
Charlton Athletic,62.99601593625498,67.90438247011951,48.91633466135458,53.45816733067729,59.135458167330675,49.776892430278885,64.49003984063745
Chaves,68.01666666666667,66.11666666666666,54.25,58.016666666666666,63.65,52.375,65.64166666666667
Chelsea,76.58823529411765,72.64359861591696,61.09688581314879,67.97231833910034,72.39792387543253,60.5916955017301,69.09688581314879
Chelsea W,79.44,73.96,66.16,71.08,75.5,63.6,69.76
Cheltenham Town,59.10891089108911,67.83663366336634,45.81683168316832,49.18811881188119,54.84158415841584,46.539603960396036,63.09405940594059
Chemnitzer FC,61.68888888888889,66.17777777777778,46.77777777777778,51.08888888888889,56.733333333333334,45.666666666666664,62.62222222222222
Chengdu Rongcheng,60.61224489795919,65.91836734693878,44.63265306122449,50.42857142857143,56.38775510204081,52.10204081632653,65.0
Chennaiyin,56.027027027027025,66.6891891891892,42.189189189189186,46.2972972972973,52.729729729729726,43.527027027027025,60.810810810810814
Chesterfield,60.76237623762376,67.74257425742574,49.00990099009901,51.039603960396036,57.99009900990099,47.04950495049505,63.633663366336634
Chicago Fire,64.68510638297872,65.70638297872341,50.83404255319149,56.340425531914896,60.82127659574468,51.65106382978723,64.90212765957448
Chicago Red Stars W,74.25,69.91666666666667,60.541666666666664,65.625,69.625,60.541666666666664,67.16666666666667
Chievo,69.20108695652173,65.88586956521739,55.0,59.28260869565217,65.04891304347827,54.45108695652174,65.61413043478261
Chindia Târgovişte,61.77906976744186,68.97674418604652,46.66279069767442,52.06976744186046,57.616279069767444,45.45348837209303,62.2093023255814
Chivas USA,61.851851851851855,68.0,50.55555555555556,52.18518518518518,58.18518518518518,49.81481481481482,65.4074074074074
Chongqing Dangdai Lifan,58.55789473684211,63.97894736842105,45.49473684210526,48.71578947368421,53.21052631578947,47.83157894736842,61.33684210526316
Châteauroux,62.65811965811966,65.35897435897436,48.56410256410256,54.63247863247863,58.52991452991453,48.36752136752137,62.23931623931624
Cienciano,65.775,64.975,55.525,58.075,62.75,52.425,62.75
Cincinnati,65.09016393442623,66.8688524590164,50.68852459016394,56.31147540983606,62.33606557377049,52.22950819672131,65.1639344262295
Cittadella,62.48235294117647,66.11764705882354,49.10588235294118,52.805882352941175,57.470588235294116,48.6,61.57058823529412
Clermont,64.72888888888889,67.01333333333334,50.355555555555554,55.08,60.88444444444445,50.66222222222222,62.577777777777776
Club Atlético Temperley,62.18666666666667,66.42666666666666,46.76,50.50666666666667,57.626666666666665,47.93333333333333,63.013333333333335
Club Brugge,71.45991561181435,70.30379746835443,58.09282700421941,62.80590717299578,67.35021097046413,55.29113924050633,68.76793248945148
Club Deportes Temuco,64.41538461538461,63.184615384615384,49.292307692307695,54.815384615384616,57.83076923076923,51.55384615384615,64.1076923076923
Club Olimpo,63.23762376237624,66.20792079207921,48.851485148514854,53.17821782178218,59.495049504950494,48.81188118811881,63.78217821782178
Club Unión Magdalena S.A,61.44,62.96,46.68,52.68,58.08,50.6,58.88
Cobresal,62.544117647058826,64.68382352941177,47.55882352941177,52.1764705882353,58.875,46.52205882352941,64.08088235294117
Colchester United,60.44094488188976,69.63779527559055,47.818897637795274,51.846456692913385,57.803149606299215,48.011811023622045,63.18503937007874
Colo-Colo,68.28703703703704,70.35185185185185,55.800925925925924,60.208333333333336,65.51851851851852,51.53703703703704,67.91203703703704
Colorado Rapids,64.7759336099585,67.60580912863071,50.6804979253112,55.45643153526971,61.07053941908714,51.655601659751035,65.74688796680498
Columbus Crew,66.52674897119341,69.76131687242798,53.18930041152263,58.275720164609055,63.51440329218107,53.00411522633745,66.42386831275721
Colón,67.1004366812227,67.81659388646288,53.83406113537118,57.50218340611354,63.07423580786026,52.943231441048034,66.44541484716157
Como,65.97260273972603,65.47945205479452,53.205479452054796,57.56164383561644,62.57534246575342,49.9041095890411,63.35616438356164
Concarneau,62.24,65.2,49.36,54.72,60.48,46.96,59.44
Consadole Sapporo,63.09243697478992,63.252100840336134,51.02521008403362,56.45378151260504,59.63865546218487,45.99159663865546,61.773109243697476
Coquimbo Unido,63.734693877551024,65.40816326530613,49.0,56.36734693877551,60.10204081632653,48.42857142857143,61.224489795918366
Corinthians,70.77777777777777,69.375,56.55555555555556,62.736111111111114,66.90277777777777,58.486111111111114,67.43055555555556
Coritiba,68.93055555555556,67.93055555555556,55.958333333333336,60.875,64.27777777777777,55.236111111111114,64.51388888888889
Cork City,57.034285714285716,61.76571428571429,45.51428571428571,48.462857142857146,52.42285714285714,45.37714285714286,59.645714285714284
Cortuluá,60.83783783783784,67.13513513513513,44.770270270270274,49.04054054054054,56.270270270270274,44.95945945945946,60.689189189189186
Cosenza,64.89247311827957,66.09677419354838,51.55913978494624,55.69892473118279,59.913978494623656,51.946236559139784,63.82795698924731
Coventry City,63.17307692307692,69.98076923076923,49.44615384615385,53.87307692307692,59.784615384615385,48.99230769230769,64.43076923076923
Cracovia Kraków,62.634453781512605,66.76470588235294,48.21008403361345,54.3109243697479,58.28991596638655,50.47899159663866,64.22689075630252
Crawley Town,59.52608695652174,67.4695652173913,47.21739130434783,50.37826086956522,56.30869565217391,44.93913043478261,61.030434782608694
Cremonese,67.4758064516129,66.53225806451613,52.564516129032256,56.983870967741936,62.153225806451616,53.25806451612903,66.54838709677419
Crewe Alexandra,57.43852459016394,66.22131147540983,43.84836065573771,48.64344262295082,54.72950819672131,45.31967213114754,59.39344262295082
Criciúma,67.61111111111111,66.5,52.833333333333336,57.55555555555556,58.94444444444444,55.111111111111114,65.77777777777777
Crotone,64.45631067961165,64.98058252427184,49.33980582524272,54.092233009708735,59.713592233009706,49.29126213592233,62.83980582524272
Crucero del Norte,58.592592592592595,63.074074074074076,43.7037037037037,47.81481481481482,53.407407407407405,45.851851851851855,58.074074074074076
Cruz Azul,68.81052631578947,67.88421052631578,56.14736842105263,60.205263157894734,64.41578947368421,54.04210526315789,67.44736842105263
Cruzeiro,70.9009900990099,67.7128712871287,57.62376237623762,62.584158415841586,65.23762376237623,55.68316831683168,65.92079207920793
Crystal Palace,70.77054794520548,66.49657534246575,56.18493150684932,61.47945205479452,65.73630136986301,56.10616438356164,68.0513698630137
Cuiabá,69.11111111111111,68.97222222222223,57.75,60.888888888888886,66.86111111111111,51.19444444444444,67.55555555555556
Cultural Leonesa,66.17391304347827,69.26086956521739,53.0,59.34782608695652,62.69565217391305,53.52173913043478,63.73913043478261
Curicó Unido,63.56716417910448,64.05970149253731,51.62686567164179,54.32835820895522,59.014925373134325,47.71641791044776,59.47761194029851
Cádiz,69.59909909909909,67.34684684684684,56.26126126126126,60.5045045045045,63.689189189189186,53.990990990990994,67.03603603603604
César Vallejo,65.15,62.9,51.75,56.6,60.7,50.9,59.35
Córdoba CF,66.578125,65.03125,52.9140625,58.8984375,62.5078125,48.8828125,62.4375
Cúcuta Deportivo,62.18,65.68,47.6,52.78,57.78,48.82,64.94
DC United,65.66129032258064,68.14516129032258,53.0,56.475806451612904,62.270161290322584,52.04435483870968,65.83467741935483
DSC Arminia Bielefeld,66.84285714285714,69.25714285714285,53.99523809523809,57.53333333333333,62.72380952380952,51.142857142857146,67.08571428571429
Daegu,61.339080459770116,63.758620689655174,48.195402298850574,51.189655172413794,55.88505747126437,45.9080459770115,62.660919540229884
Daejeon Citizen,60.92,67.94,47.76,49.88,58.54,46.92,60.44
Dagenham and Redbridge,58.02325581395349,70.25581395348837,45.69767441860465,47.55813953488372,56.13953488372093,42.51162790697674,61.2093023255814
Dalian Professional,59.233333333333334,66.36,44.733333333333334,49.2,56.233333333333334,47.34,62.18
Dalkurd FF,60.1578947368421,63.526315789473685,42.73684210526316,48.26315789473684,54.526315789473685,46.26315789473684,64.84210526315789
Dallas,65.04032258064517,69.5725806451613,52.45564516129032,55.891129032258064,62.056451612903224,50.596774193548384,64.93145161290323
Damac,62.30252100840336,67.10084033613445,47.924369747899156,54.21848739495798,59.016806722689076,50.109243697478995,63.0672268907563
Danubio,65.65,66.4,50.35,56.45,60.1,54.0,62.65
Darmstadt 98,66.676,66.608,51.656,55.644,61.664,51.872,67.08
De Graafschap,64.41666666666667,67.3125,50.25,55.916666666666664,61.645833333333336,45.9375,64.02083333333333
Defensa y Justicia,66.40625,69.9296875,52.3046875,58.734375,63.98046875,51.59375,64.38671875
Degerfors,61.05882352941177,65.30882352941177,46.35294117647059,53.8235294117647,58.5,49.1764705882353,63.838235294117645
Delfin,64.0,67.68253968253968,50.0,54.26984126984127,59.82539682539682,53.3968253968254,62.92063492063492
Denizlispor,66.6046511627907,68.48837209302326,53.06976744186046,57.06976744186046,63.04651162790697,54.093023255813954,65.44186046511628
Deportes Iquique,63.82222222222222,66.71851851851852,49.81481481481482,54.888888888888886,59.77777777777778,48.17037037037037,63.17037037037037
Deportes Tolima,65.91780821917808,67.76255707762557,49.37899543378995,54.15068493150685,59.598173515981735,50.80821917808219,64.79908675799086
Deportivo Alavés,70.08333333333333,65.3452380952381,53.742063492063494,59.63095238095238,64.20238095238095,55.17460317460318,66.2420634920635
Deportivo Binacional,64.07142857142857,67.83333333333333,49.857142857142854,55.357142857142854,60.45238095238095,47.57142857142857,61.476190476190474
Deportivo Cali,64.85201793721973,67.39461883408072,48.600896860986545,53.493273542600896,59.17937219730942,49.9237668161435,64.47085201793722
Deportivo Cuenca,66.2,71.15,55.95,56.9,63.65,55.3,65.75
Deportivo La Guaira,63.14,67.0,51.72,54.98,58.36,50.7,60.0
Deportivo Pasto,63.12105263157895,66.98421052631579,49.189473684210526,52.857894736842105,58.794736842105266,48.88421052631579,63.752631578947366
Deportivo Pereira,68.20833333333333,68.58333333333333,50.25,57.125,61.625,55.041666666666664,68.45833333333333
Deportivo San Marcos de Arica,62.91489361702128,69.80851063829788,51.5531914893617,53.4468085106383,62.12765957446808,49.06382978723404,65.44680851063829
Deportivo Táchira,63.714285714285715,67.57142857142857,50.44285714285714,55.457142857142856,59.385714285714286,45.457142857142856,59.871428571428574
Deportivo de La Coruña,71.01818181818182,65.93939393939394,57.2969696969697,63.13939393939394,66.5939393939394,54.03030303030303,64.13939393939394
Derby County,66.96538461538462,66.8576923076923,53.37307692307692,57.95384615384615,63.12692307692308,53.88846153846154,65.58846153846154
Derry City,56.42152466367713,62.3542600896861,45.15695067264574,49.19282511210762,53.237668161434975,44.210762331838566,56.874439461883405
Desportivo das Aves,68.5068493150685,69.12328767123287,54.63013698630137,58.56164383561644,66.17808219178082,51.04109589041096,63.657534246575345
Dijon,67.05607476635514,65.53738317757009,51.83177570093458,58.0,63.26635514018692,52.299065420560744,64.05140186915888
Dijon W,72.0,71.0,58.083333333333336,63.19444444444444,67.66666666666667,56.55555555555556,67.13888888888889
Dinamo Bucureşti,62.855670103092784,67.51546391752578,47.98969072164948,52.824742268041234,58.22680412371134,47.649484536082475,64.19587628865979
Dinamo Moscow,68.8169014084507,68.30985915492958,56.61971830985915,60.15492957746479,63.25352112676056,55.521126760563384,66.16901408450704
Dinamo Zagreb,70.00662251655629,72.56291390728477,56.64238410596027,61.59602649006622,67.78807947019868,53.87417218543046,67.91390728476821
Djurgården,63.798122065727696,67.04225352112677,51.117370892018776,55.53051643192488,60.624413145539904,49.2112676056338,65.38967136150235
Doncaster Rovers,60.58606557377049,65.81557377049181,46.85245901639344,51.22540983606557,56.97950819672131,47.442622950819676,62.4344262295082
Dorados de Sinaloa,64.41666666666667,63.75,55.75,59.75,61.833333333333336,50.708333333333336,63.25
Drogheda United,54.33566433566433,59.81818181818182,44.84615384615385,47.07692307692308,50.44755244755245,44.40559440559441,56.88811188811189
Dundalk,59.91284403669725,62.477064220183486,49.34862385321101,52.63302752293578,55.793577981651374,47.6651376146789,61.18807339449541
Dundee,59.88953488372093,66.73837209302326,45.80813953488372,49.75581395348837,56.424418604651166,46.127906976744185,61.95348837209303
Dundee United,61.63934426229508,68.49180327868852,49.459016393442624,53.59836065573771,60.67213114754098,46.368852459016395,62.25409836065574
Dunkerque,62.56944444444444,65.34722222222223,46.208333333333336,52.34722222222222,57.75,48.80555555555556,62.708333333333336
Dynamo Dresden,64.92857142857143,67.91836734693878,51.58673469387755,55.464285714285715,61.13265306122449,49.05612244897959,63.94897959183673
Dynamo Kyiv,70.69333333333333,71.3,53.60666666666667,59.93333333333333,63.95333333333333,55.553333333333335,63.04666666666667
East Bengal,55.89393939393939,67.12121212121212,42.63636363636363,46.378787878787875,52.21212121212121,43.60606060606061,62.90909090909091
Eibar W,67.7,64.9,57.1,60.75,65.25,55.85,62.95
Eintracht Braunschweig,65.175,68.44583333333334,51.06666666666667,55.56666666666667,61.291666666666664,50.354166666666664,65.47916666666667
Eintracht Frankfurt,72.1304347826087,69.90942028985508,58.28260869565217,63.53260869565217,68.07608695652173,57.539855072463766,68.44565217391305
Eintracht Frankfurt W,75.04545454545455,71.81818181818181,60.54545454545455,65.68181818181819,72.27272727272727,60.45454545454545,69.27272727272727
El Nacional,62.32,68.88,51.08,53.88,59.24,48.64,63.84
Elche,68.13888888888889,66.16666666666667,56.2037037037037,60.476851851851855,64.09722222222223,52.842592592592595,64.0925925925926
Eldense,66.16666666666667,64.75,55.708333333333336,59.5,62.708333333333336,52.041666666666664,61.166666666666664
Elfsborg,63.233183856502244,69.17488789237669,50.30493273542601,55.82511210762332,60.10762331838565,47.56053811659193,63.46636771300449
Elversberg,63.12244897959184,68.38775510204081,47.6530612244898,55.244897959183675,60.51020408163265,50.30612244897959,63.6530612244898
Emelec,65.36458333333333,68.28125,50.010416666666664,56.677083333333336,60.791666666666664,50.177083333333336,63.614583333333336
Empoli,67.90836653386454,67.92430278884463,52.669322709163346,57.56175298804781,63.745019920318725,54.191235059760956,65.34661354581674
Envigado FC,61.07382550335571,66.70469798657719,45.0,49.06711409395973,56.18120805369127,46.66442953020134,61.23489932885906
Erzgebirge Aue,64.28440366972477,68.55963302752293,51.30733944954128,55.24770642201835,60.88073394495413,49.321100917431195,64.36697247706422
Esbjerg fB,61.36697247706422,68.21100917431193,49.03669724770642,53.027522935779814,57.51376146788991,46.55045871559633,63.72477064220183
Eskişehirspor,66.26530612244898,68.59183673469387,55.63265306122449,58.224489795918366,63.44897959183673,52.63265306122449,66.18367346938776
Espanyol,71.76556776556777,69.10989010989012,56.72893772893773,64.02197802197803,67.68498168498168,56.23809523809524,66.53113553113553
Estoril,67.59428571428572,68.12,53.394285714285715,57.308571428571426,63.89714285714286,50.72,64.20571428571428
Estrela Amadora,66.95833333333333,68.83333333333333,51.0,53.875,63.666666666666664,50.958333333333336,67.41666666666667
Estudiantes,67.38955823293173,66.80722891566265,54.44578313253012,58.799196787148595,63.16465863453815,53.441767068273094,64.79518072289157
Estudiantes Mérida,61.57333333333333,66.85333333333334,47.333333333333336,51.49333333333333,58.4,47.013333333333335,58.81333333333333
Everton,71.57,69.9175,57.42,62.835,67.7725,56.0475,67.8825
Everton W,73.43589743589743,67.15384615384616,59.69230769230769,66.6923076923077,69.41025641025641,60.30769230769231,67.43589743589743
Excelsior,64.77124183006536,66.88888888888889,51.849673202614376,56.69281045751634,62.254901960784316,49.65359477124183,63.90196078431372
Exeter City,59.217213114754095,67.81147540983606,46.721311475409834,50.17213114754098,56.65163934426229,45.68852459016394,62.01229508196721
Extremadura UD,66.17647058823529,65.50980392156863,52.23529411764706,57.372549019607845,60.76470588235294,50.07843137254902,64.11764705882354
FC Aarau,60.666666666666664,66.38095238095238,53.333333333333336,54.904761904761905,58.38095238095238,47.76190476190476,61.714285714285715
FC Andorra,64.36,64.76,48.84,55.8,60.92,49.38,58.36
FC Anzhi Makhachkala,66.4125,70.2,51.925,55.85,61.925,50.7875,63.425
FC Augsburg,70.29122807017544,67.80701754385964,56.0,60.887719298245614,65.78947368421052,55.65263157894737,67.48070175438596
FC Barcelona,78.65693430656934,73.6970802919708,64.3905109489051,71.44525547445255,75.46350364963503,60.58759124087591,67.65328467153284
FC Barcelona B,64.72549019607843,70.37254901960785,49.23529411764706,56.745098039215684,61.01960784313726,50.3921568627451,59.23529411764706
FC Bayern München,79.50649350649351,73.51948051948052,65.25974025974025,71.70995670995671,75.4978354978355,60.83116883116883,69.44588744588745
FC Carl Zeiss Jena,60.932432432432435,66.56756756756756,45.432432432432435,51.36486486486486,57.729729729729726,46.472972972972975,61.5
FC Cartagena,66.50467289719626,65.0,55.03738317757009,59.1588785046729,63.018691588785046,52.94392523364486,62.99065420560748
FC Dordrecht,62.95238095238095,68.47619047619048,50.285714285714285,55.142857142857146,60.285714285714285,50.095238095238095,64.61904761904762
FC Emmen,63.666666666666664,65.40196078431373,51.431372549019606,56.11764705882353,61.92156862745098,50.088235294117645,62.84313725490196
FC Energie Cottbus,60.88,69.64,47.16,50.16,56.72,46.96,66.64
FC Groningen,66.16908212560386,68.79227053140097,53.231884057971016,57.70048309178744,63.90338164251208,49.76328502415459,63.81642512077295
FC Helsingør,56.52173913043478,64.69565217391305,41.82608695652174,47.04347826086956,54.08695652173913,42.73913043478261,59.73913043478261
FC Krasnodar,70.47474747474747,70.0,59.39393939393939,61.94949494949495,65.88888888888889,55.2020202020202,64.85858585858585
FC Köln,71.07171314741036,69.26693227091633,55.9203187250996,61.52589641434263,66.76494023904382,55.832669322709165,67.80876494023904
FC Mordovia Saransk,63.955555555555556,64.62222222222222,52.84444444444444,56.333333333333336,59.31111111111111,50.111111111111114,64.91111111111111
FC Orenburg,65.25,66.33333333333333,55.041666666666664,57.875,60.625,49.666666666666664,64.25
FC Penafiel,64.81818181818181,65.9090909090909,50.90909090909091,56.27272727272727,61.13636363636363,52.18181818181818,64.31818181818181
FC Pro Vercelli 1892,61.56,64.77,46.68,51.45,57.05,46.39,61.87
FC Rostov,65.8989898989899,66.70707070707071,52.81818181818182,58.525252525252526,61.656565656565654,52.84848484848485,63.23232323232323
FC Rot-Weiß Erfurt,61.82608695652174,64.47826086956522,47.82608695652174,52.0,57.73913043478261,46.65217391304348,62.391304347826086
FC Thun,59.9568345323741,65.24460431654676,48.611510791366904,51.884892086330936,56.223021582733814,46.94964028776978,62.014388489208635
FC Tom Tomsk,65.8076923076923,65.61538461538461,53.65384615384615,56.15384615384615,60.11538461538461,55.26923076923077,64.15384615384616
FC Tosno,65.86363636363636,65.13636363636364,52.59090909090909,57.40909090909091,59.5,53.68181818181818,65.0909090909091
FC Twente,66.9656862745098,68.9656862745098,54.17156862745098,59.509803921568626,64.97549019607843,51.18627450980392,63.36764705882353
FC Ufa,64.33333333333333,67.09375,50.802083333333336,54.510416666666664,59.895833333333336,51.6875,62.354166666666664
FC Union Berlin,68.76356589147287,68.85271317829458,55.75581395348837,59.58914728682171,64.5891472868217,52.80232558139535,68.24806201550388
FC Ural Yekaterinburg,64.68867924528301,64.35849056603773,54.471698113207545,57.22641509433962,61.06603773584906,48.594339622641506,63.06603773584906
FC Utrecht,68.12698412698413,70.26984126984127,55.666666666666664,60.523809523809526,66.05555555555556,52.242063492063494,65.1984126984127
FC Vestsjælland,60.04545454545455,68.36363636363636,48.81818181818182,51.95454545454545,56.95454545454545,47.81818181818182,65.81818181818181
FC Volendam,62.479166666666664,69.35416666666667,47.125,52.875,59.395833333333336,46.979166666666664,59.854166666666664
FC Wacker Innsbruck,61.95652173913044,67.43478260869566,49.08695652173913,52.69565217391305,59.30434782608695,46.34782608695652,60.391304347826086
FCSB,67.11666666666666,72.275,54.86666666666667,58.74166666666667,62.583333333333336,52.833333333333336,69.4
FSV Frankfurt,63.734693877551024,67.46938775510205,51.57142857142857,55.08163265306123,60.714285714285715,49.87755102040816,65.16326530612245
FSV Mainz 05,70.7007299270073,70.5912408759124,56.57299270072993,62.697080291970806,68.13868613138686,55.503649635036496,67.16788321167883
Falkenberg,59.64601769911504,66.13274336283186,46.06194690265487,49.9646017699115,56.0353982300885,45.39823008849557,62.43362831858407
Famalicão,67.552,67.736,54.488,57.92,64.424,51.784,63.952
Farense,66.6875,67.33333333333333,52.4375,56.354166666666664,63.583333333333336,50.5,64.29166666666667
Fatih Karagümrük,66.5047619047619,66.61904761904762,54.82857142857143,60.114285714285714,64.70476190476191,52.08571428571429,62.371428571428574
Fenerbahçe,73.24505928853755,71.28853754940711,60.84189723320158,65.6205533596838,70.21739130434783,56.50592885375494,68.96047430830039
FeralpiSalò,65.8,71.32,56.4,57.88,64.32,51.28,64.36
Ferencváros,69.22368421052632,71.60526315789474,55.85526315789474,59.06578947368421,65.46052631578948,54.0921052631579,68.02631578947368
Feyenoord,71.2880658436214,71.86831275720165,58.49794238683128,63.81481481481482,69.22222222222223,54.65432098765432,67.72839506172839
Figueirense,68.28260869565217,69.15217391304348,53.41304347826087,61.17391304347826,63.65217391304348,53.82608695652174,65.34782608695652
Finn Harps,54.99236641221374,59.61832061068702,41.770992366412216,46.51145038167939,50.7557251908397,43.61832061068702,58.14503816793893
Fiorentina,73.0923076923077,69.65,58.69230769230769,64.25769230769231,69.6076923076923,57.74230769230769,67.25
Flamengo,75.25,71.83333333333333,58.791666666666664,66.38888888888889,69.41666666666667,56.27777777777778,68.05555555555556
Fleetwood Town,60.13008130081301,65.67479674796748,48.235772357723576,51.06910569105691,56.8739837398374,46.13821138211382,61.4390243902439
Fleury 91 W,74.71052631578948,68.0,61.81578947368421,66.73684210526316,70.1842105263158,60.421052631578945,66.10526315789474
Fluminense,70.86309523809524,67.77380952380952,59.148809523809526,63.708333333333336,66.94047619047619,53.660714285714285,64.9702380952381
Foggia,64.34615384615384,65.5,49.53846153846154,53.75,59.84615384615385,45.75,62.84615384615385
Football Bourg En Bresse Peronnas 01,63.096774193548384,64.58064516129032,49.11290322580645,54.903225806451616,57.45161290322581,52.274193548387096,62.5
Forest Green Rovers,60.575949367088604,69.00632911392405,48.54430379746835,51.30379746835443,57.778481012658226,46.164556962025316,64.71518987341773
Fortaleza,70.12222222222222,70.16666666666667,55.13333333333333,60.922222222222224,63.44444444444444,57.766666666666666,65.88888888888889
Fortaleza CEIF,60.22,63.3,45.24,49.98,55.92,47.98,61.46
Fortuna Düsseldorf,67.48,68.272,54.424,59.0,64.176,52.04,66.136
Fortuna Sittard,65.41221374045801,67.95419847328245,52.778625954198475,57.76335877862596,63.80152671755725,50.412213740458014,63.00763358778626
Freiburg II,59.58108108108108,63.108108108108105,43.17567567567568,50.4054054054054,55.78378378378378,46.445945945945944,58.78378378378378
Freiburg W,74.4090909090909,69.81818181818181,62.04545454545455,66.54545454545455,70.81818181818181,62.22727272727273,68.04545454545455
Frosinone,66.3578947368421,67.33684210526316,50.47894736842105,55.64736842105263,61.67894736842105,49.18421052631579,64.3
Fuenlabrada,65.42465753424658,67.27397260273973,52.0958904109589,56.863013698630134,60.89041095890411,50.52054794520548,64.53424657534246
Fulham,69.61538461538461,70.12454212454213,56.42490842490842,61.87179487179487,67.21978021978022,54.50915750915751,66.24542124542124
Fénix,60.6,61.888888888888886,48.355555555555554,51.8,56.84444444444444,45.48888888888889,59.31111111111111
GFC Ajaccio,63.36607142857143,63.276785714285715,48.892857142857146,54.830357142857146,58.625,50.05357142857143,63.214285714285715
GIF Sundsvall,60.41860465116279,65.83720930232558,46.16279069767442,51.44961240310077,56.6124031007752,46.48062015503876,62.054263565891475
GKS Bełchatów,59.869565217391305,69.0,47.91304347826087,52.0,57.391304347826086,47.52173913043478,60.78260869565217
Galatasaray,72.86328125,71.74609375,61.1171875,65.61328125,70.05078125,56.13671875,67.73046875
Galway United,54.12307692307692,60.10769230769231,42.246153846153845,45.30769230769231,49.96923076923077,42.92307692307692,55.84615384615385
Gamba Osaka,63.45569620253165,63.151898734177216,49.08227848101266,54.360759493670884,58.424050632911396,49.34177215189873,61.620253164556964
Gangwon,62.651428571428575,67.35428571428571,49.69714285714286,54.21714285714286,58.822857142857146,48.78857142857143,64.59428571428572
Gaz Metan Mediaş,62.43055555555556,66.26388888888889,47.236111111111114,52.52777777777778,57.90277777777778,48.75,64.20833333333333
Gaziantep F.K.,66.85039370078741,68.53543307086615,53.889763779527556,59.0,64.5748031496063,51.84251968503937,64.18110236220473
Gaziantepspor,65.14864864864865,69.0,54.71621621621622,57.4054054054054,62.45945945945946,49.25675675675676,63.67567567567568
Gefle IF,59.86153846153846,63.92307692307692,47.04615384615385,50.261538461538464,56.01538461538462,46.03076923076923,63.92307692307692
General Caballero JLM,62.32432432432432,65.86486486486487,47.729729729729726,53.054054054054056,58.027027027027025,46.16216216216216,58.945945945945944
Genk,69.11764705882354,72.02521008403362,53.53361344537815,60.34033613445378,65.80672268907563,52.0,65.71848739495799
Genoa,70.73863636363636,67.87878787878788,55.60227272727273,61.39772727272727,66.52272727272727,56.94318181818182,66.9469696969697
Gent,69.66938775510204,67.48979591836735,56.51020408163265,61.95918367346939,65.82857142857142,54.2,67.51836734693877
Gençlerbirliği,66.47916666666667,68.58333333333333,53.46527777777778,58.13194444444444,62.673611111111114,50.69444444444444,65.34722222222223
Getafe,71.55598455598455,65.13899613899613,56.91891891891892,62.15444015444015,65.84555984555985,56.12741312741313,67.38610038610038
Gil Vicente,66.26530612244898,67.76190476190476,52.57142857142857,55.61224489795919,63.197278911564624,50.45578231292517,64.0
Gillingham,60.52991452991453,70.52991452991454,48.50854700854701,51.56837606837607,57.26923076923077,48.05128205128205,65.91880341880342
Gimnasia La Plata,65.24015748031496,66.25984251968504,52.56299212598425,55.389763779527556,61.49212598425197,50.59448818897638,63.05118110236221
Gimnàstic de Tarragona,67.3265306122449,70.59183673469387,52.90816326530612,59.08163265306123,63.80612244897959,52.04081632653061,66.3265306122449
Giresunspor,65.08888888888889,66.42222222222222,50.82222222222222,55.37777777777778,61.55555555555556,51.955555555555556,62.15555555555556
Girona,69.13934426229508,67.0860655737705,55.209016393442624,61.192622950819676,64.81147540983606,54.98770491803279,64.97540983606558
Glasgow City W,68.47619047619048,67.28571428571429,58.38095238095238,60.19047619047619,65.47619047619048,56.904761904761905,61.61904761904762
Go Ahead Eagles,64.11016949152543,68.12711864406779,52.220338983050844,56.228813559322035,62.02542372881356,48.6271186440678,63.1271186440678
Goa,57.43478260869565,67.7536231884058,42.98550724637681,49.44927536231884,55.15942028985507,44.072463768115945,59.69565217391305
Godoy Cruz,65.06772908366534,67.66533864541833,50.87250996015936,55.43824701195219,61.689243027888445,49.135458167330675,64.06374501992032
Goiás,69.48611111111111,68.55555555555556,56.833333333333336,61.55555555555556,64.30555555555556,54.18055555555556,63.388888888888886
Granada,70.52014652014653,66.07692307692308,56.205128205128204,61.46153846153846,65.28571428571429,55.86813186813187,66.32600732600733
Granada W,67.66666666666667,64.54166666666667,57.125,63.041666666666664,64.75,57.625,60.875
Grasshopper,63.09836065573771,69.47540983606558,50.07103825136612,53.950819672131146,60.169398907103826,47.89071038251366,63.55191256830601
Grenoble Foot 38,64.20979020979021,68.06293706293707,49.53846153846154,55.34265734265734,61.15384615384615,50.41258741258741,65.72727272727273
Grimsby Town,58.47904191616767,67.55089820359281,46.1497005988024,48.946107784431135,54.952095808383234,45.041916167664674,62.44311377245509
Grêmio,71.54135338345864,68.33082706766918,58.3984962406015,62.50375939849624,66.203007518797,54.89473684210526,65.71428571428571
Guabirá,63.0625,65.390625,46.78125,54.359375,56.875,51.671875,59.609375
Guadalajara,66.95215311004785,69.3157894736842,55.186602870813395,59.411483253588514,64.02870813397129,52.50239234449761,64.35885167464114
Guaireña,64.76315789473684,65.1842105263158,50.578947368421055,55.39473684210526,59.18421052631579,48.60526315789474,60.18421052631579
Guangzhou Evergrande,63.91269841269841,69.9920634920635,52.38095238095238,56.51587301587302,60.55555555555556,52.96825396825397,64.18253968253968
